bin,position,mean,sem,genotype,feature,n_regions
50,481.0126582278481,2.8630701120070987,0.059019671902724065,FANCJKO,intron1,16000
51,531.6455696202534,2.852284512830588,0.05865808599618536,FANCJKO,intron1,16000
52,582.2784810126582,2.861027744911812,0.06058964430661052,FANCJKO,intron1,16000
53,632.9113924050635,2.86606464521653,0.06120509278223761,FANCJKO,intron1,16000
54,683.5443037974683,2.834662462464314,0.05884995141757126,FANCJKO,intron1,16000
55,734.1772151898736,2.8010858858939325,0.05732228138059885,FANCJKO,intron1,16000
56,784.8101265822784,2.778638146785366,0.05670781999932447,FANCJKO,intron1,16000
57,835.4430379746836,2.7521235286874752,0.055331600048383306,FANCJKO,intron1,16000
58,886.0759493670885,2.7217984650242535,0.05341652730584673,FANCJKO,intron1,16000
59,936.7088607594937,2.724787800925441,0.05236270279184556,FANCJKO,intron1,16000
60,987.3417721518986,2.732842119656128,0.051295914538697154,FANCJKO,intron1,16000
61,1037.9746835443038,2.744912851392467,0.0507461670929935,FANCJKO,intron1,16000
62,1088.6075949367087,2.750736788481842,0.05116758785123954,FANCJKO,intron1,16000
63,1139.240506329114,2.7547809429788415,0.0518232749242738,FANCJKO,intron1,16000
64,1189.8734177215188,2.7646985587642257,0.0523334650912228,FANCJKO,intron1,16000
65,1240.506329113924,2.768711072123862,0.05241861251438268,FANCJKO,intron1,16000
66,1291.1392405063293,2.7675669204390743,0.052361807448109914,FANCJKO,intron1,16000
67,1341.7721518987341,2.772052043753095,0.05270594173048822,FANCJKO,intron1,16000
68,1392.4050632911394,2.7603633121785656,0.052770390987330384,FANCJKO,intron1,16000
69,1443.0379746835442,2.7582122620166065,0.05312037015681975,FANCJKO,intron1,16000
70,1493.6708860759495,2.7650758342059563,0.05379782526677542,FANCJKO,intron1,16000
71,1544.3037974683543,2.7759080924763953,0.05398886920432377,FANCJKO,intron1,16000
72,1594.9367088607596,2.7884366647557077,0.057085656785267724,FANCJKO,intron1,16000
73,1645.5696202531644,2.8073113489774992,0.06127098551102659,FANCJKO,intron1,16000
74,1696.2025316455697,2.7925315111023825,0.06349916296165423,FANCJKO,intron1,16000
75,1746.8354430379745,2.7918823412555454,0.06287539601083537,FANCJKO,intron1,16000
76,1797.4683544303798,2.779060385563511,0.061774645718439755,FANCJKO,intron1,16000
77,1848.1012658227846,2.7835431587588184,0.06180097967451081,FANCJKO,intron1,16000
78,1898.73417721519,2.799863973341318,0.06066747159193988,FANCJKO,intron1,16000
79,1949.3670886075947,2.8106926990628818,0.05757358946181939,FANCJKO,intron1,16000
80,2000,2.8274755417979933,0.05579436816853843,FANCJKO,intron1,16000
1,-2000,2.545768867515997,0.04280124948910623,FANCJKO,enhancer,16000
2,-1949.367088607595,2.528985537409392,0.041967728944577586,FANCJKO,enhancer,16000
3,-1898.73417721519,2.5174956008400686,0.04112869661999715,FANCJKO,enhancer,16000
4,-1848.1012658227849,2.511975315010918,0.04003573946682957,FANCJKO,enhancer,16000
5,-1797.4683544303798,2.4862510975940535,0.038845381337459836,FANCJKO,enhancer,16000
6,-1746.8354430379748,2.475661556533397,0.03809304927398499,FANCJKO,enhancer,16000
7,-1696.2025316455697,2.4789912614201675,0.038203289197305416,FANCJKO,enhancer,16000
8,-1645.5696202531644,2.5050246500017086,0.040216996068007826,FANCJKO,enhancer,16000
9,-1594.9367088607596,2.534400836081776,0.04330072354483327,FANCJKO,enhancer,16000
10,-1544.3037974683543,2.5289617546529164,0.045579859129897954,FANCJKO,enhancer,16000
11,-1493.6708860759495,2.5404055936295213,0.047825857599999654,FANCJKO,enhancer,16000
12,-1443.0379746835442,2.5641548518544823,0.049036554753599346,FANCJKO,enhancer,16000
13,-1392.4050632911392,2.594651276396351,0.05018637466601761,FANCJKO,enhancer,16000
14,-1341.7721518987341,2.5983129664097864,0.049780978661316054,FANCJKO,enhancer,16000
15,-1291.139240506329,2.600732111571283,0.04808502453947915,FANCJKO,enhancer,16000
16,-1240.506329113924,2.5885715837539975,0.046256298827373594,FANCJKO,enhancer,16000
17,-1189.873417721519,2.5777007981176947,0.04543039027089651,FANCJKO,enhancer,16000
18,-1139.240506329114,2.5741060069347084,0.04531426813377636,FANCJKO,enhancer,16000
19,-1088.607594936709,2.5727225679224652,0.04545883755046276,FANCJKO,enhancer,16000
20,-1037.9746835443038,2.5768259841617356,0.044561311602487955,FANCJKO,enhancer,16000
21,-987.3417721518988,2.585611544312144,0.043460946844229166,FANCJKO,enhancer,16000
22,-936.7088607594937,2.5817316968864445,0.04270239752760989,FANCJKO,enhancer,16000
23,-886.0759493670887,2.5899356665574884,0.04268457146335286,FANCJKO,enhancer,16000
24,-835.4430379746836,2.5998679111131966,0.043998982808169655,FANCJKO,enhancer,16000
25,-784.8101265822784,2.6083582835060066,0.045271688165056015,FANCJKO,enhancer,16000
26,-734.1772151898733,2.612755614571881,0.04502164645776272,FANCJKO,enhancer,16000
27,-683.5443037974683,2.6171807495517867,0.044408169358936767,FANCJKO,enhancer,16000
28,-632.9113924050632,2.6235931733954994,0.04413865968356573,FANCJKO,enhancer,16000
29,-582.2784810126582,2.6336245065978328,0.043448907673383705,FANCJKO,enhancer,16000
30,-531.6455696202531,2.6459799176460135,0.043711296751148473,FANCJKO,enhancer,16000
31,-481.0126582278481,2.6649467981475765,0.04471721138383548,FANCJKO,enhancer,16000
32,-430.37974683544303,2.6852416761083964,0.04550485047699563,FANCJKO,enhancer,16000
33,-379.746835443038,2.7000180019933606,0.046791339958123096,FANCJKO,enhancer,16000
34,-329.11392405063293,2.7107805495439394,0.04800052826251205,FANCJKO,enhancer,16000
35,-278.4810126582279,2.7173838045132985,0.04852742435688831,FANCJKO,enhancer,16000
36,-227.84810126582283,2.712408556862521,0.04885822478105104,FANCJKO,enhancer,16000
37,-177.21518987341778,2.709876731606181,0.04919602019590477,FANCJKO,enhancer,16000
38,-126.58227848101274,2.71401724607429,0.049751900656973436,FANCJKO,enhancer,16000
39,-75.94936708860769,2.7243030667156374,0.04992692400999409,FANCJKO,enhancer,16000
40,-25.316455696202638,2.7349879243203037,0.049974239180759286,FANCJKO,enhancer,16000
41,25.31645569620241,2.7264836722475816,0.04901604601502596,FANCJKO,enhancer,16000
42,75.94936708860769,2.701139426965473,0.04944785698893046,FANCJKO,enhancer,16000
43,126.58227848101251,2.683735970478035,0.049599171401076274,FANCJKO,enhancer,16000
44,177.21518987341778,2.66816571374815,0.050343757034095625,FANCJKO,enhancer,16000
45,227.8481012658226,2.6549653275641187,0.05098923074651285,FANCJKO,enhancer,16000
46,278.4810126582279,2.6491516725702913,0.0524631189699112,FANCJKO,enhancer,16000
47,329.1139240506327,2.6467297382548285,0.052770648318322,FANCJKO,enhancer,16000
48,379.746835443038,2.6349752123190298,0.05337460230420202,FANCJKO,enhancer,16000
49,430.37974683544326,2.635766826108246,0.05498764270673622,FANCJKO,enhancer,16000
50,481.0126582278481,2.6434683313266762,0.05668529117130124,FANCJKO,enhancer,16000
51,531.6455696202534,2.6556739315488693,0.05588823068671236,FANCJKO,enhancer,16000
52,582.2784810126582,2.657886270446019,0.054964092016857244,FANCJKO,enhancer,16000
53,632.9113924050635,2.677161058972695,0.05495612862345236,FANCJKO,enhancer,16000
54,683.5443037974683,2.6936360930030103,0.056071228943922184,FANCJKO,enhancer,16000
55,734.1772151898736,2.717949311339535,0.057892819175427775,FANCJKO,enhancer,16000
56,784.8101265822784,2.7169380019949085,0.05768436123847842,FANCJKO,enhancer,16000
57,835.4430379746836,2.690464009425429,0.055719073749621026,FANCJKO,enhancer,16000
58,886.0759493670885,2.6663775071732547,0.053429535671870414,FANCJKO,enhancer,16000
59,936.7088607594937,2.665430088255104,0.05268678842963447,FANCJKO,enhancer,16000
60,987.3417721518986,2.6633586628277937,0.051438229378244084,FANCJKO,enhancer,16000
61,1037.9746835443038,2.6583699962062775,0.049459999779978565,FANCJKO,enhancer,16000
62,1088.6075949367087,2.6524111491779347,0.047741720719839585,FANCJKO,enhancer,16000
63,1139.240506329114,2.644045377492204,0.04668006919507649,FANCJKO,enhancer,16000
64,1189.8734177215188,2.6493431807823353,0.046386668334221955,FANCJKO,enhancer,16000
65,1240.506329113924,2.652464815909259,0.04652223903947549,FANCJKO,enhancer,16000
66,1291.1392405063293,2.6686356339504953,0.04820483192739073,FANCJKO,enhancer,16000
67,1341.7721518987341,2.68153966064845,0.04914229896870692,FANCJKO,enhancer,16000
68,1392.4050632911394,2.6876208162227218,0.049512340068858615,FANCJKO,enhancer,16000
69,1443.0379746835442,2.68519434821005,0.0507483225049253,FANCJKO,enhancer,16000
70,1493.6708860759495,2.6933497659392676,0.05314823745755768,FANCJKO,enhancer,16000
71,1544.3037974683543,2.6879421087659034,0.055237184247158684,FANCJKO,enhancer,16000
72,1594.9367088607596,2.684926324940151,0.056008128393432055,FANCJKO,enhancer,16000
73,1645.5696202531644,2.6959977160449085,0.05588572719983766,FANCJKO,enhancer,16000
74,1696.2025316455697,2.701428124182821,0.05438154141199831,FANCJKO,enhancer,16000
75,1746.8354430379745,2.6945118310196174,0.053301379361557266,FANCJKO,enhancer,16000
76,1797.4683544303798,2.6696529668977518,0.052852142439650605,FANCJKO,enhancer,16000
77,1848.1012658227846,2.66586992552126,0.053233683586790335,FANCJKO,enhancer,16000
78,1898.73417721519,2.6662410006358708,0.0528915132761711,FANCJKO,enhancer,16000
79,1949.3670886075947,2.6759999002678585,0.052796288804302996,FANCJKO,enhancer,16000
80,2000,2.663317628813463,0.05155776268858154,FANCJKO,enhancer,16000
1,-2000,2.3904396941504817,0.06285286309254509,FANCJKO,lncRNA,9405
2,-1949.367088607595,2.3932741447091503,0.06208137046784412,FANCJKO,lncRNA,9405
3,-1898.73417721519,2.3839043804525115,0.05854399098890882,FANCJKO,lncRNA,9405
4,-1848.1012658227849,2.378728771033928,0.05664866727755564,FANCJKO,lncRNA,9405
5,-1797.4683544303798,2.3788550957780434,0.05615289830361128,FANCJKO,lncRNA,9405
6,-1746.8354430379748,2.3840883736742824,0.05558993458369625,FANCJKO,lncRNA,9405
7,-1696.2025316455697,2.3903764265287166,0.055804315029061795,FANCJKO,lncRNA,9405
8,-1645.5696202531644,2.3835199298516874,0.05615327008105282,FANCJKO,lncRNA,9405
9,-1594.9367088607596,2.3885689386486244,0.05684403217777278,FANCJKO,lncRNA,9405
10,-1544.3037974683543,2.4083740630162356,0.057041318894573305,FANCJKO,lncRNA,9405
11,-1493.6708860759495,2.409910675735513,0.05786485724696594,FANCJKO,lncRNA,9405
12,-1443.0379746835442,2.400925230478849,0.05963490286614208,FANCJKO,lncRNA,9405
13,-1392.4050632911392,2.40620700023705,0.060174639168072315,FANCJKO,lncRNA,9405
14,-1341.7721518987341,2.422742843717642,0.060190349361104484,FANCJKO,lncRNA,9405
15,-1291.139240506329,2.441252994924022,0.06017188197038515,FANCJKO,lncRNA,9405
16,-1240.506329113924,2.434996011995333,0.05917090125768041,FANCJKO,lncRNA,9405
17,-1189.873417721519,2.425098702762382,0.05766423194309634,FANCJKO,lncRNA,9405
18,-1139.240506329114,2.399006164292518,0.05660837326598701,FANCJKO,lncRNA,9405
19,-1088.607594936709,2.377174831986508,0.05598956011040657,FANCJKO,lncRNA,9405
20,-1037.9746835443038,2.36420156085517,0.056634394946051395,FANCJKO,lncRNA,9405
21,-987.3417721518988,2.3563277043840345,0.05637703228039761,FANCJKO,lncRNA,9405
22,-936.7088607594937,2.3507434829350933,0.05500677788437819,FANCJKO,lncRNA,9405
23,-886.0759493670887,2.3571294839015122,0.053362781497880936,FANCJKO,lncRNA,9405
24,-835.4430379746836,2.3577397499757695,0.05306963012750858,FANCJKO,lncRNA,9405
25,-784.8101265822784,2.363415510288497,0.05358736478911795,FANCJKO,lncRNA,9405
26,-734.1772151898733,2.392477177769156,0.05521755084243595,FANCJKO,lncRNA,9405
27,-683.5443037974683,2.4309463981804695,0.05842025282049362,FANCJKO,lncRNA,9405
28,-632.9113924050632,2.4748427633721386,0.06076908182424845,FANCJKO,lncRNA,9405
29,-582.2784810126582,2.499027801688294,0.061384360675525086,FANCJKO,lncRNA,9405
30,-531.6455696202531,2.503186786593827,0.06138208024467764,FANCJKO,lncRNA,9405
31,-481.0126582278481,2.5008152000815387,0.06102557427199793,FANCJKO,lncRNA,9405
32,-430.37974683544303,2.52347736720012,0.06345718791205182,FANCJKO,lncRNA,9405
33,-379.746835443038,2.550709824878899,0.06598555106190633,FANCJKO,lncRNA,9405
34,-329.11392405063293,2.5985998960011782,0.07108555727777664,FANCJKO,lncRNA,9405
35,-278.4810126582279,2.6363821349629495,0.0767191265338889,FANCJKO,lncRNA,9405
36,-227.84810126582283,2.659579025004085,0.08196721653292674,FANCJKO,lncRNA,9405
37,-177.21518987341778,2.6871798466091295,0.08473195163999822,FANCJKO,lncRNA,9405
38,-126.58227848101274,2.725452584218957,0.08827031854453052,FANCJKO,lncRNA,9405
39,-75.94936708860769,2.7089189678952894,0.08462127675837106,FANCJKO,lncRNA,9405
40,-25.316455696202638,2.664662873887862,0.0764537259282587,FANCJKO,lncRNA,9405
41,25.31645569620241,2.6335635482143305,0.0693868046868,FANCJKO,lncRNA,9405
42,75.94936708860769,2.6052671713782027,0.06348174156084818,FANCJKO,lncRNA,9405
43,126.58227848101251,2.5794592895779065,0.05957688423026713,FANCJKO,lncRNA,9405
44,177.21518987341778,2.5764376021231405,0.058889536835313026,FANCJKO,lncRNA,9405
45,227.8481012658226,2.5833212851436316,0.062186230577446995,FANCJKO,lncRNA,9405
46,278.4810126582279,2.593721510759502,0.0641071574870296,FANCJKO,lncRNA,9405
47,329.1139240506327,2.6023224854582603,0.06769785652787143,FANCJKO,lncRNA,9405
48,379.746835443038,2.6189366339392564,0.069788647678454,FANCJKO,lncRNA,9405
49,430.37974683544326,2.6165457454205288,0.06779055466273451,FANCJKO,lncRNA,9405
50,481.0126582278481,2.5907261839288216,0.06673917279218808,FANCJKO,lncRNA,9405
51,531.6455696202534,2.571247195808305,0.06797867267623879,FANCJKO,lncRNA,9405
52,582.2784810126582,2.557819686495049,0.07034565685828637,FANCJKO,lncRNA,9405
53,632.9113924050635,2.5657307289346556,0.07404673681749692,FANCJKO,lncRNA,9405
54,683.5443037974683,2.579322766965216,0.07502834972226127,FANCJKO,lncRNA,9405
55,734.1772151898736,2.574133577325663,0.07549027966677349,FANCJKO,lncRNA,9405
56,784.8101265822784,2.5810152717399677,0.07819349499699013,FANCJKO,lncRNA,9405
57,835.4430379746836,2.5671048455949954,0.0797027079434484,FANCJKO,lncRNA,9405
58,886.0759493670885,2.550319203578416,0.07791240242484682,FANCJKO,lncRNA,9405
59,936.7088607594937,2.539674102326642,0.07484904397672364,FANCJKO,lncRNA,9405
60,987.3417721518986,2.523646534319976,0.07190020486111492,FANCJKO,lncRNA,9405
61,1037.9746835443038,2.4860822467147474,0.0675757206541562,FANCJKO,lncRNA,9405
62,1088.6075949367087,2.450415305622115,0.06410216056064746,FANCJKO,lncRNA,9405
63,1139.240506329114,2.435220180873047,0.061585662059933786,FANCJKO,lncRNA,9405
64,1189.8734177215188,2.418606511421456,0.0590697671923452,FANCJKO,lncRNA,9405
65,1240.506329113924,2.419664417025713,0.05761767747955215,FANCJKO,lncRNA,9405
66,1291.1392405063293,2.4183329407512733,0.05538716137988239,FANCJKO,lncRNA,9405
67,1341.7721518987341,2.4086906716266956,0.053079553800973685,FANCJKO,lncRNA,9405
68,1392.4050632911394,2.411219331776457,0.05338160050313473,FANCJKO,lncRNA,9405
69,1443.0379746835442,2.4132927717277926,0.05357684667989119,FANCJKO,lncRNA,9405
70,1493.6708860759495,2.4085701730662503,0.05384380022897696,FANCJKO,lncRNA,9405
71,1544.3037974683543,2.4039870692704737,0.05393489031484801,FANCJKO,lncRNA,9405
72,1594.9367088607596,2.4153685288705415,0.054552020616172876,FANCJKO,lncRNA,9405
73,1645.5696202531644,2.4131067480000765,0.05544274515172855,FANCJKO,lncRNA,9405
74,1696.2025316455697,2.414628470200116,0.0553828033901195,FANCJKO,lncRNA,9405
75,1746.8354430379745,2.409204910717463,0.05533591292597722,FANCJKO,lncRNA,9405
76,1797.4683544303798,2.4082128995636887,0.05545926138035483,FANCJKO,lncRNA,9405
77,1848.1012658227846,2.418376042308818,0.05511830889861343,FANCJKO,lncRNA,9405
78,1898.73417721519,2.413217053538278,0.05621112634465386,FANCJKO,lncRNA,9405
79,1949.3670886075947,2.4266393623497655,0.061089765711198916,FANCJKO,lncRNA,9405
80,2000,2.4154424339600284,0.06366054740764301,FANCJKO,lncRNA,9405
1,-2000,3.9024589689514007,0.07797304958806699,dKO,promoter,16000
2,-1949.367088607595,3.9005902807900363,0.07735334947987431,dKO,promoter,16000
3,-1898.73417721519,3.891798174472105,0.07728198014211338,dKO,promoter,16000
4,-1848.1012658227849,3.8822801044451807,0.07770715806526886,dKO,promoter,16000
5,-1797.4683544303798,3.8802575182823786,0.07837802403830703,dKO,promoter,16000
6,-1746.8354430379748,3.8874351995666157,0.0790345607833676,dKO,promoter,16000
7,-1696.2025316455697,3.9064499897715113,0.07939217089050787,dKO,promoter,16000
8,-1645.5696202531644,3.9091496415967018,0.07794880936648914,dKO,promoter,16000
9,-1594.9367088607596,3.9244601164843096,0.07757829284894019,dKO,promoter,16000
10,-1544.3037974683543,3.918458810260227,0.07685517968935004,dKO,promoter,16000
11,-1493.6708860759495,3.895135976535365,0.07547982945646345,dKO,promoter,16000
12,-1443.0379746835442,3.893310067068208,0.07602073322488205,dKO,promoter,16000
13,-1392.4050632911392,3.8999822090391376,0.07751180747025722,dKO,promoter,16000
14,-1341.7721518987341,3.9323762093301418,0.08089346604238148,dKO,promoter,16000
15,-1291.139240506329,3.9470915666306996,0.08311769288707412,dKO,promoter,16000
16,-1240.506329113924,3.957517765421155,0.08300232717766738,dKO,promoter,16000
17,-1189.873417721519,3.9487175596470787,0.08103899954462462,dKO,promoter,16000
18,-1139.240506329114,3.932011469095983,0.0794791761170485,dKO,promoter,16000
19,-1088.607594936709,3.9369321457719404,0.0791365680112685,dKO,promoter,16000
20,-1037.9746835443038,3.9455500976556714,0.0786995397921177,dKO,promoter,16000
21,-987.3417721518988,3.958574180880991,0.0793165572807022,dKO,promoter,16000
22,-936.7088607594937,3.9697085851009075,0.07979099525160789,dKO,promoter,16000
23,-886.0759493670887,3.9684787429765893,0.07818250440958842,dKO,promoter,16000
24,-835.4430379746836,3.957708796891601,0.07599246135908247,dKO,promoter,16000
25,-784.8101265822784,3.971850143577031,0.07507436977912109,dKO,promoter,16000
26,-734.1772151898733,4.014941935593467,0.07547311292817763,dKO,promoter,16000
27,-683.5443037974683,4.059535383754681,0.07661480353351564,dKO,promoter,16000
28,-632.9113924050632,4.12015636125927,0.07853828631202045,dKO,promoter,16000
29,-582.2784810126582,4.17798714152217,0.07968774818252061,dKO,promoter,16000
30,-531.6455696202531,4.247120380393311,0.08168097466111379,dKO,promoter,16000
31,-481.0126582278481,4.322321467708921,0.0857406130264116,dKO,promoter,16000
32,-430.37974683544303,4.438279868988324,0.09275494687866966,dKO,promoter,16000
33,-379.746835443038,4.554934783548634,0.0991625847948416,dKO,promoter,16000
34,-329.11392405063293,4.694559307085069,0.10625091180548246,dKO,promoter,16000
35,-278.4810126582279,4.8707994402512265,0.11646894549167414,dKO,promoter,16000
36,-227.84810126582283,5.032589954767755,0.12580309037533016,dKO,promoter,16000
37,-177.21518987341778,5.188304542639966,0.13445054366017584,dKO,promoter,16000
38,-126.58227848101274,5.310598107414925,0.13899860878618173,dKO,promoter,16000
39,-75.94936708860769,5.403837490823785,0.14072398191356722,dKO,promoter,16000
40,-25.316455696202638,5.413875606680912,0.13726699375539608,dKO,promoter,16000
41,25.31645569620241,5.346784686729334,0.13136400396996648,dKO,promoter,16000
42,75.94936708860769,5.22951669924459,0.12297683831799572,dKO,promoter,16000
43,126.58227848101251,5.112202753207326,0.11593148953796353,dKO,promoter,16000
44,177.21518987341778,4.998443165781787,0.110286262857054,dKO,promoter,16000
45,227.8481012658226,4.884282916689089,0.10568732039215094,dKO,promoter,16000
46,278.4810126582279,4.73947033220515,0.09984584507021321,dKO,promoter,16000
47,329.1139240506327,4.603654989806045,0.09470163291761638,dKO,promoter,16000
48,379.746835443038,4.4892055213390005,0.08987198814922677,dKO,promoter,16000
49,430.37974683544326,4.399702041111418,0.08577899403281737,dKO,promoter,16000
50,481.0126582278481,4.338699723049929,0.08381049723002132,dKO,promoter,16000
51,531.6455696202534,4.287949030985119,0.08373025935033131,dKO,promoter,16000
52,582.2784810126582,4.2494947845623265,0.0838005205907581,dKO,promoter,16000
53,632.9113924050635,4.228189187292544,0.084323691233413,dKO,promoter,16000
54,683.5443037974683,4.191594733776017,0.08489439871583043,dKO,promoter,16000
55,734.1772151898736,4.146188320777724,0.08428253955215888,dKO,promoter,16000
56,784.8101265822784,4.1275448768688,0.08510276340795601,dKO,promoter,16000
57,835.4430379746836,4.1210561953005325,0.08554020593210171,dKO,promoter,16000
58,886.0759493670885,4.096195984572061,0.08583183073126557,dKO,promoter,16000
59,936.7088607594937,4.070237455276696,0.08587547696207462,dKO,promoter,16000
60,987.3417721518986,4.056263569727292,0.08536513988107791,dKO,promoter,16000
61,1037.9746835443038,4.06358137063212,0.08752319969030471,dKO,promoter,16000
62,1088.6075949367087,4.051283928114177,0.08874616833429452,dKO,promoter,16000
63,1139.240506329114,4.037241626416402,0.0899322976385551,dKO,promoter,16000
64,1189.8734177215188,4.015716084464988,0.09006916855472472,dKO,promoter,16000
65,1240.506329113924,4.011086144883232,0.08935127221513954,dKO,promoter,16000
66,1291.1392405063293,4.004686380138844,0.08675522243394246,dKO,promoter,16000
67,1341.7721518987341,3.9861759210379843,0.08342978190010804,dKO,promoter,16000
68,1392.4050632911394,3.9604402202039894,0.08008006791805079,dKO,promoter,16000
69,1443.0379746835442,3.9428088824931833,0.07936003138621706,dKO,promoter,16000
70,1493.6708860759495,3.9359928826469917,0.08085257987710771,dKO,promoter,16000
71,1544.3037974683543,3.959860660528706,0.08375662792984187,dKO,promoter,16000
72,1594.9367088607596,3.954825939884295,0.08483313545353212,dKO,promoter,16000
73,1645.5696202531644,3.925196979055907,0.0835855998881877,dKO,promoter,16000
74,1696.2025316455697,3.9234945744448626,0.08194492636632812,dKO,promoter,16000
75,1746.8354430379745,3.910853358906757,0.0800083721271638,dKO,promoter,16000
76,1797.4683544303798,3.8931313276243182,0.08044527647152923,dKO,promoter,16000
77,1848.1012658227846,3.893167448188446,0.08107067372723659,dKO,promoter,16000
78,1898.73417721519,3.933985853595263,0.08466776766891763,dKO,promoter,16000
79,1949.3670886075947,3.9500606168679915,0.0868730290876742,dKO,promoter,16000
80,2000,3.9275954493527974,0.08564545795031286,dKO,promoter,16000
1,-2000,4.173352973871321,0.08322520360703851,dKO,5UTR,16000
2,-1949.367088607595,4.167761685391221,0.07977428307671215,dKO,5UTR,16000
3,-1898.73417721519,4.167148102262383,0.07779746891891831,dKO,5UTR,16000
4,-1848.1012658227849,4.169596098764189,0.07669277795473815,dKO,5UTR,16000
5,-1797.4683544303798,4.155208991239066,0.07647530805911018,dKO,5UTR,16000
6,-1746.8354430379748,4.157806935115026,0.0775860976761766,dKO,5UTR,16000
7,-1696.2025316455697,4.143215043251564,0.0783688623968606,dKO,5UTR,16000
8,-1645.5696202531644,4.1287413305656715,0.07847207464864003,dKO,5UTR,16000
9,-1594.9367088607596,4.117569636442738,0.07731623978564513,dKO,5UTR,16000
10,-1544.3037974683543,4.103575120759597,0.07629220344444385,dKO,5UTR,16000
11,-1493.6708860759495,4.092265573910503,0.07644793906136543,dKO,5UTR,16000
12,-1443.0379746835442,4.098214518522223,0.07796667988327748,dKO,5UTR,16000
13,-1392.4050632911392,4.108423782651327,0.0797406442998183,dKO,5UTR,16000
14,-1341.7721518987341,4.126703562544704,0.0803795373813193,dKO,5UTR,16000
15,-1291.139240506329,4.127155435787876,0.07959248743479568,dKO,5UTR,16000
16,-1240.506329113924,4.118840280608366,0.07882637920274173,dKO,5UTR,16000
17,-1189.873417721519,4.140613352817277,0.08078577585274402,dKO,5UTR,16000
18,-1139.240506329114,4.165874652771295,0.08288353296897849,dKO,5UTR,16000
19,-1088.607594936709,4.18131336421281,0.08456941093743885,dKO,5UTR,16000
20,-1037.9746835443038,4.208023205725503,0.0857420464363233,dKO,5UTR,16000
21,-987.3417721518988,4.221780626124465,0.08655773819970362,dKO,5UTR,16000
22,-936.7088607594937,4.229229359397367,0.0882199735635954,dKO,5UTR,16000
23,-886.0759493670887,4.230233974834434,0.08837284017465526,dKO,5UTR,16000
24,-835.4430379746836,4.23826948687184,0.08749768798817581,dKO,5UTR,16000
25,-784.8101265822784,4.276345908514955,0.08748055868539388,dKO,5UTR,16000
26,-734.1772151898733,4.285302194376935,0.08586477536589776,dKO,5UTR,16000
27,-683.5443037974683,4.313164903644357,0.0846381124363395,dKO,5UTR,16000
28,-632.9113924050632,4.363345691251076,0.08596074013625198,dKO,5UTR,16000
29,-582.2784810126582,4.432642854653264,0.08954742684574496,dKO,5UTR,16000
30,-531.6455696202531,4.481333078609734,0.093932546168383,dKO,5UTR,16000
31,-481.0126582278481,4.5572385465257605,0.09883478135213287,dKO,5UTR,16000
32,-430.37974683544303,4.640203702675521,0.10273136236119493,dKO,5UTR,16000
33,-379.746835443038,4.720994442544617,0.10658516688517378,dKO,5UTR,16000
34,-329.11392405063293,4.773696402159575,0.10998668943803436,dKO,5UTR,16000
35,-278.4810126582279,4.831432333867595,0.11160042113410136,dKO,5UTR,16000
36,-227.84810126582283,4.8507132207985535,0.110320265641782,dKO,5UTR,16000
37,-177.21518987341778,4.857084476778754,0.10899651215353337,dKO,5UTR,16000
38,-126.58227848101274,4.869147457291943,0.1071280165796348,dKO,5UTR,16000
39,-75.94936708860769,4.853368636041465,0.10452587833624842,dKO,5UTR,16000
40,-25.316455696202638,4.786142744479185,0.10037582432204227,dKO,5UTR,16000
41,25.31645569620241,4.695130704870819,0.09712980348762137,dKO,5UTR,16000
42,75.94936708860769,4.623779191360991,0.09617773503771974,dKO,5UTR,16000
43,126.58227848101251,4.567364276402028,0.09569104496232192,dKO,5UTR,16000
44,177.21518987341778,4.514940349362812,0.09324127625672265,dKO,5UTR,16000
45,227.8481012658226,4.455503309614366,0.08996403836289182,dKO,5UTR,16000
46,278.4810126582279,4.400665949321302,0.08761309723872576,dKO,5UTR,16000
47,329.1139240506327,4.355139093733479,0.0854992237247277,dKO,5UTR,16000
48,379.746835443038,4.340049706538006,0.08599936924096188,dKO,5UTR,16000
49,430.37974683544326,4.315454106255382,0.08666174655496624,dKO,5UTR,16000
50,481.0126582278481,4.303668922616431,0.0885080817655082,dKO,5UTR,16000
51,531.6455696202534,4.296091673883109,0.08932953408944896,dKO,5UTR,16000
52,582.2784810126582,4.296897166636119,0.09073017162969324,dKO,5UTR,16000
53,632.9113924050635,4.2963566492449905,0.09287903046363818,dKO,5UTR,16000
54,683.5443037974683,4.281107564614183,0.0938474532213415,dKO,5UTR,16000
55,734.1772151898736,4.257151119168554,0.09411967095348812,dKO,5UTR,16000
56,784.8101265822784,4.229911699120593,0.09432875209229516,dKO,5UTR,16000
57,835.4430379746836,4.211406420238812,0.09276946882775516,dKO,5UTR,16000
58,886.0759493670885,4.202997571117422,0.08951097179875118,dKO,5UTR,16000
59,936.7088607594937,4.2111697156893815,0.08829449235432921,dKO,5UTR,16000
60,987.3417721518986,4.186957367957763,0.08578557589796516,dKO,5UTR,16000
61,1037.9746835443038,4.186173465423092,0.08544379148847395,dKO,5UTR,16000
62,1088.6075949367087,4.187355420241738,0.08626217826903575,dKO,5UTR,16000
63,1139.240506329114,4.184830707799701,0.08648508153239606,dKO,5UTR,16000
64,1189.8734177215188,4.199976994192297,0.08738197865098186,dKO,5UTR,16000
