bin,position,mean,sem,genotype,group
9,-1594.9367088607596,7.317066382435424,0.492613965931021,dKO,antiparallel
10,-1544.3037974683543,7.172524215815672,0.4791000499400394,dKO,antiparallel
11,-1493.6708860759495,7.101645036187338,0.4704024822400659,dKO,antiparallel
12,-1443.0379746835442,6.9427700698102885,0.44197796613089735,dKO,antiparallel
13,-1392.4050632911392,6.893320576813683,0.43399924223994596,dKO,antiparallel
14,-1341.7721518987341,6.943436747221211,0.42623425533519377,dKO,antiparallel
15,-1291.139240506329,6.864641551628635,0.41037956590283364,dKO,antiparallel
16,-1240.506329113924,6.892286177095489,0.4217392312640368,dKO,antiparallel
17,-1189.873417721519,6.947562013031831,0.42706222032764785,dKO,antiparallel
18,-1139.240506329114,6.958765608233599,0.4315063405439182,dKO,antiparallel
19,-1088.607594936709,6.859978164803329,0.4269085959543456,dKO,antiparallel
20,-1037.9746835443038,6.908776532182646,0.4219462613654983,dKO,antiparallel
21,-987.3417721518988,6.87354651436521,0.4108380234744003,dKO,antiparallel
22,-936.7088607594937,6.825827486636034,0.4194318617480685,dKO,antiparallel
23,-886.0759493670887,6.960953979445927,0.4375561045261221,dKO,antiparallel
24,-835.4430379746836,6.950600367767894,0.44906883565904004,dKO,antiparallel
25,-784.8101265822784,6.814068301569763,0.42382388265793375,dKO,antiparallel
26,-734.1772151898733,6.743803975123078,0.39146756021283985,dKO,antiparallel
27,-683.5443037974683,6.636146292133711,0.37063128706324394,dKO,antiparallel
28,-632.9113924050632,6.628929924144081,0.3706079706608699,dKO,antiparallel
29,-582.2784810126582,6.6448444753630245,0.37899482728194983,dKO,antiparallel
30,-531.6455696202531,6.572154376618305,0.39237552916885293,dKO,antiparallel
31,-481.0126582278481,6.5632937938585805,0.4047912430627546,dKO,antiparallel
32,-430.37974683544303,6.588174142163784,0.419222298048602,dKO,antiparallel
33,-379.746835443038,6.632258198999054,0.4347882073928481,dKO,antiparallel
34,-329.11392405063293,6.762455474008968,0.46967974162988846,dKO,antiparallel
35,-278.4810126582279,7.077273272800208,0.5438336863784853,dKO,antiparallel
36,-227.84810126582283,7.397000390202252,0.6011744111147717,dKO,antiparallel
37,-177.21518987341778,7.8647950324336096,0.6442463386303111,dKO,antiparallel
38,-126.58227848101274,8.230862634757266,0.6921259721145359,dKO,antiparallel
39,-75.94936708860769,8.57374241396681,0.7425351519861385,dKO,antiparallel
40,-25.316455696202638,8.901446719683225,0.7726189824578357,dKO,antiparallel
41,25.31645569620241,9.031349684892009,0.7779488097377731,dKO,antiparallel
42,75.94936708860769,8.984633642473032,0.7777840887971688,dKO,antiparallel
43,126.58227848101251,8.656214610714224,0.7432959031140037,dKO,antiparallel
44,177.21518987341778,8.258978851065708,0.6776412572124884,dKO,antiparallel
45,227.8481012658226,8.015383219471024,0.6042974132911241,dKO,antiparallel
46,278.4810126582279,7.708198356177676,0.5420087063740263,dKO,antiparallel
47,329.1139240506327,7.5143219413484506,0.5076083513832745,dKO,antiparallel
48,379.746835443038,7.574219675525504,0.4999300926587598,dKO,antiparallel
49,430.37974683544326,7.63071324922908,0.5117557575141384,dKO,antiparallel
50,481.0126582278481,7.556968247012713,0.5097637527097305,dKO,antiparallel
51,531.6455696202534,7.493533333570803,0.5078945998437239,dKO,antiparallel
52,582.2784810126582,7.5374072301518265,0.5163805510920276,dKO,antiparallel
53,632.9113924050635,7.454335533202584,0.5064684792568035,dKO,antiparallel
54,683.5443037974683,7.35064968072004,0.4868698888703288,dKO,antiparallel
55,734.1772151898736,7.272298125947886,0.47560897628995125,dKO,antiparallel
56,784.8101265822784,7.316373651650415,0.4863056324133109,dKO,antiparallel
57,835.4430379746836,7.442094976146423,0.5166285541654584,dKO,antiparallel
58,886.0759493670885,7.561002618108816,0.5379371094085473,dKO,antiparallel
59,936.7088607594937,7.720316087891213,0.5569191903449873,dKO,antiparallel
60,987.3417721518986,7.808180701381532,0.5528665542795042,dKO,antiparallel
61,1037.9746835443038,7.840314797613751,0.5253361150347083,dKO,antiparallel
62,1088.6075949367087,7.768268366515933,0.5080388149618844,dKO,antiparallel
63,1139.240506329114,7.654957369765239,0.47861051091543844,dKO,antiparallel
64,1189.8734177215188,7.549015437251893,0.4496856390038657,dKO,antiparallel
65,1240.506329113924,7.474882919515543,0.44157143360512846,dKO,antiparallel
66,1291.1392405063293,7.41609596201555,0.44524967006381083,dKO,antiparallel
67,1341.7721518987341,7.47694883309668,0.45987154861962365,dKO,antiparallel
68,1392.4050632911394,7.541931210211853,0.4769906907486564,dKO,antiparallel
69,1443.0379746835442,7.5938854259827835,0.5215949872664234,dKO,antiparallel
70,1493.6708860759495,7.677290142018997,0.5786738521755148,dKO,antiparallel
71,1544.3037974683543,7.684901033782247,0.674001708712774,dKO,antiparallel
72,1594.9367088607596,7.787774881507627,0.7913985030141405,dKO,antiparallel
73,1645.5696202531644,7.766671057109216,0.8151882398213398,dKO,antiparallel
74,1696.2025316455697,7.723410879791079,0.7925994599069783,dKO,antiparallel
75,1746.8354430379745,7.606211071450912,0.7405655271207088,dKO,antiparallel
76,1797.4683544303798,7.393880353671402,0.6883383320133074,dKO,antiparallel
77,1848.1012658227846,7.22933359250619,0.6556393735305995,dKO,antiparallel
78,1898.73417721519,7.263359339854017,0.6255059182013867,dKO,antiparallel
79,1949.3670886075947,7.124306436657313,0.5953956062369575,dKO,antiparallel
80,2000,6.996923213443946,0.5736606470663442,dKO,antiparallel
1,-2000,7.618827793227587,0.5015211479853595,dKO,hybrid
2,-1949.367088607595,7.759763635482999,0.515068250224706,dKO,hybrid
3,-1898.73417721519,7.927391838946004,0.5384768378527588,dKO,hybrid
4,-1848.1012658227849,7.977878609324116,0.5511713963536304,dKO,hybrid
5,-1797.4683544303798,7.98587985312164,0.5409307384571403,dKO,hybrid
6,-1746.8354430379748,7.954198975159616,0.5272495579579697,dKO,hybrid
7,-1696.2025316455697,7.948905184529576,0.5205727168753481,dKO,hybrid
8,-1645.5696202531644,7.8574516294744425,0.49922872780695937,dKO,hybrid
9,-1594.9367088607596,7.6780083553617535,0.4657262995022607,dKO,hybrid
10,-1544.3037974683543,7.4174965053270165,0.42280964620581835,dKO,hybrid
11,-1493.6708860759495,7.227490595480252,0.3791282840978388,dKO,hybrid
12,-1443.0379746835442,7.088666500152675,0.3604976000223111,dKO,hybrid
13,-1392.4050632911392,6.9577494700949645,0.3510963357740714,dKO,hybrid
14,-1341.7721518987341,6.9771083795949345,0.36333979972707015,dKO,hybrid
15,-1291.139240506329,6.994091872514883,0.37171873166072394,dKO,hybrid
16,-1240.506329113924,6.963112424080441,0.36779769587941213,dKO,hybrid
17,-1189.873417721519,6.8872935923676035,0.3541436366881406,dKO,hybrid
18,-1139.240506329114,6.833705088531017,0.339451731692431,dKO,hybrid
19,-1088.607594936709,6.886385271180065,0.32181154291334674,dKO,hybrid
20,-1037.9746835443038,6.901827294276695,0.30837853514140506,dKO,hybrid
21,-987.3417721518988,6.981835714200543,0.31775895525442727,dKO,hybrid
22,-936.7088607594937,6.965394839089443,0.32398186001429957,dKO,hybrid
23,-886.0759493670887,7.107480095663125,0.32595435114358107,dKO,hybrid
24,-835.4430379746836,7.314634359557673,0.33864129492150363,dKO,hybrid
25,-784.8101265822784,7.485576223104648,0.361224793698012,dKO,hybrid
26,-734.1772151898733,7.736728390598412,0.3836972725135798,dKO,hybrid
27,-683.5443037974683,8.091529545357,0.41088868543995366,dKO,hybrid
28,-632.9113924050632,8.366359166471357,0.44478126939368623,dKO,hybrid
29,-582.2784810126582,8.571392638058532,0.46637381114071724,dKO,hybrid
30,-531.6455696202531,8.909516094038679,0.5012510839029481,dKO,hybrid
31,-481.0126582278481,9.280198349519988,0.5598609618476061,dKO,hybrid
32,-430.37974683544303,9.802552503970398,0.6313478500116919,dKO,hybrid
33,-379.746835443038,10.31527897712748,0.7142043609266419,dKO,hybrid
34,-329.11392405063293,10.83862186406322,0.7908349585410558,dKO,hybrid
35,-278.4810126582279,11.568637200318685,0.8680962135878736,dKO,hybrid
36,-227.84810126582283,12.00685491814232,0.9093691934027756,dKO,hybrid
37,-177.21518987341778,12.34805750102474,0.9229867588252529,dKO,hybrid
38,-126.58227848101274,12.667969260896955,0.9211282528568316,dKO,hybrid
39,-75.94936708860769,12.93382266734167,0.9097997208702281,dKO,hybrid
40,-25.316455696202638,12.975098130791514,0.8761687278672685,dKO,hybrid
41,25.31645569620241,12.874734646160826,0.8511457276090889,dKO,hybrid
42,75.94936708860769,12.562311074411701,0.8168616621430999,dKO,hybrid
43,126.58227848101251,12.178857011336628,0.783503784594365,dKO,hybrid
44,177.21518987341778,11.635907744627293,0.7300133684838399,dKO,hybrid
45,227.8481012658226,11.139194651095586,0.6787628753750871,dKO,hybrid
46,278.4810126582279,10.60254913745222,0.6291434812871158,dKO,hybrid
47,329.1139240506327,10.151000817022698,0.5826595109094815,dKO,hybrid
48,379.746835443038,9.799261971889552,0.5353611382528436,dKO,hybrid
49,430.37974683544326,9.635547521095784,0.509315159387744,dKO,hybrid
50,481.0126582278481,9.497957207872398,0.5087600846248163,dKO,hybrid
51,531.6455696202534,9.360108322899439,0.524506894458486,dKO,hybrid
52,582.2784810126582,9.232535795332893,0.5398808141186207,dKO,hybrid
53,632.9113924050635,9.210933209123208,0.5705086440832867,dKO,hybrid
54,683.5443037974683,9.205572441196898,0.6202597969178592,dKO,hybrid
55,734.1772151898736,9.075899371252548,0.6606610938052714,dKO,hybrid
56,784.8101265822784,9.048511961491817,0.7081426523906111,dKO,hybrid
57,835.4430379746836,9.01232067517086,0.7104796401851704,dKO,hybrid
58,886.0759493670885,8.962320256313902,0.7020640049605607,dKO,hybrid
59,936.7088607594937,8.8157139772075,0.6589734487182439,dKO,hybrid
60,987.3417721518986,8.795583577699453,0.6173068175039675,dKO,hybrid
61,1037.9746835443038,8.929836783532648,0.6332957760230236,dKO,hybrid
62,1088.6075949367087,8.963104296924469,0.6469312367295698,dKO,hybrid
63,1139.240506329114,8.94646547721724,0.6608486623321358,dKO,hybrid
64,1189.8734177215188,9.08698867105945,0.7015370434890427,dKO,hybrid
65,1240.506329113924,9.270879681365296,0.7287754258149629,dKO,hybrid
66,1291.1392405063293,9.289799944134165,0.7290722087442212,dKO,hybrid
67,1341.7721518987341,9.289131259067789,0.7091860386190866,dKO,hybrid
68,1392.4050632911394,9.145762332299043,0.6684734632991451,dKO,hybrid
69,1443.0379746835442,9.074391945540887,0.6472384761839435,dKO,hybrid
70,1493.6708860759495,9.14205613124367,0.6476101693569473,dKO,hybrid
71,1544.3037974683543,9.11704401545269,0.6381639629758954,dKO,hybrid
72,1594.9367088607596,8.94698870826246,0.6140425058581186,dKO,hybrid
73,1645.5696202531644,8.686163500806249,0.5616449021900918,dKO,hybrid
74,1696.2025316455697,8.72518139824106,0.54646026780332,dKO,hybrid
75,1746.8354430379745,8.649929652195485,0.5189240894406617,dKO,hybrid
76,1797.4683544303798,8.676049237495484,0.5341984455016715,dKO,hybrid
77,1848.1012658227846,8.644144265461767,0.54277646239969,dKO,hybrid
78,1898.73417721519,8.57753094200461,0.5490539631344521,dKO,hybrid
79,1949.3670886075947,8.524340373566494,0.5466904676041211,dKO,hybrid
80,2000,8.424104610445543,0.5331573369378372,dKO,hybrid
1,-2000,1.6387865911556114,0.015612850671351758,dKO,none
2,-1949.367088607595,1.6256590449978898,0.015336993938258993,dKO,none
3,-1898.73417721519,1.6125520243719411,0.015195528954191769,dKO,none
4,-1848.1012658227849,1.601563060460534,0.015234798326059184,dKO,none
5,-1797.4683544303798,1.5905977140720944,0.015140926403650392,dKO,none
6,-1746.8354430379748,1.5871787789460996,0.015115554880445652,dKO,none
7,-1696.2025316455697,1.5755542293507288,0.015039707506624991,dKO,none
8,-1645.5696202531644,1.5648222689301532,0.015041667815638992,dKO,none
9,-1594.9367088607596,1.5622980699444746,0.015003143122622072,dKO,none
10,-1544.3037974683543,1.5665090774918904,0.015040658913699894,dKO,none
11,-1493.6708860759495,1.562916461687247,0.01505151767561388,dKO,none
12,-1443.0379746835442,1.5614396218737059,0.014951179481289285,dKO,none
13,-1392.4050632911392,1.573120005583755,0.015079371303674191,dKO,none
14,-1341.7721518987341,1.5780198063957114,0.015031640289894125,dKO,none
15,-1291.139240506329,1.572997373765062,0.014979674608906549,dKO,none
16,-1240.506329113924,1.567653742275556,0.015000659670954299,dKO,none
17,-1189.873417721519,1.5701995654529781,0.015076525548438526,dKO,none
18,-1139.240506329114,1.5786237352823562,0.015161294814803059,dKO,none
19,-1088.607594936709,1.5883667474383674,0.015250518055817995,dKO,none
20,-1037.9746835443038,1.5907381125014006,0.015280625795726093,dKO,none
21,-987.3417721518988,1.5900928004328752,0.01511669514573882,dKO,none
22,-936.7088607594937,1.5899981154231293,0.014918379068045507,dKO,none
23,-886.0759493670887,1.5854862317348521,0.014784856608007395,dKO,none
24,-835.4430379746836,1.5804172308373214,0.014724854520956374,dKO,none
25,-784.8101265822784,1.5750987507716727,0.014958520645277546,dKO,none
26,-734.1772151898733,1.5675113970120642,0.01499282903508911,dKO,none
27,-683.5443037974683,1.561822057034754,0.014884322660843451,dKO,none
28,-632.9113924050632,1.5528973218774427,0.014745203884639615,dKO,none
29,-582.2784810126582,1.5509123952377826,0.01472977737430971,dKO,none
30,-531.6455696202531,1.5545900579899419,0.014819450064306123,dKO,none
31,-481.0126582278481,1.5521442940472303,0.014963883785410574,dKO,none
32,-430.37974683544303,1.5552731635729258,0.014920050480219809,dKO,none
33,-379.746835443038,1.5556828696479916,0.014997046139558575,dKO,none
34,-329.11392405063293,1.56217214083098,0.015041857182171625,dKO,none
35,-278.4810126582279,1.5611157037440038,0.014986905746470535,dKO,none
36,-227.84810126582283,1.5562363674477655,0.014832754633808782,dKO,none
37,-177.21518987341778,1.5572819840148002,0.01481294547467139,dKO,none
38,-126.58227848101274,1.5608680930573549,0.014896836736972886,dKO,none
39,-75.94936708860769,1.5596556821175172,0.014950575393306431,dKO,none
40,-25.316455696202638,1.5637756143964563,0.014971567827469863,dKO,none
41,25.31645569620241,1.5583484615648409,0.014943735875194621,dKO,none
42,75.94936708860769,1.5625228660281931,0.014846816428982012,dKO,none
43,126.58227848101251,1.5564603036435722,0.014740529991569455,dKO,none
44,177.21518987341778,1.5579972279076344,0.014858687343708035,dKO,none
45,227.8481012658226,1.5540531725153048,0.014907311590107719,dKO,none
46,278.4810126582279,1.564325803879538,0.015064806631381739,dKO,none
47,329.1139240506327,1.5609335515952902,0.015050064829217998,dKO,none
48,379.746835443038,1.5600858341935524,0.01498575414565523,dKO,none
49,430.37974683544326,1.5511824670309613,0.014794794801946527,dKO,none
50,481.0126582278481,1.5411090533212353,0.014570958417155654,dKO,none
51,531.6455696202534,1.5352037348880643,0.014682630409554233,dKO,none
52,582.2784810126582,1.5343071623016047,0.014752897227918378,dKO,none
53,632.9113924050635,1.5435012313451786,0.014711739836018471,dKO,none
54,683.5443037974683,1.5569820762160802,0.014800904818379527,dKO,none
55,734.1772151898736,1.5681553911959496,0.01481581328015353,dKO,none
56,784.8101265822784,1.5631618064563653,0.014846589283979294,dKO,none
57,835.4430379746836,1.5523589833494773,0.014903988388666634,dKO,none
58,886.0759493670885,1.5522354706769237,0.014947103816933685,dKO,none
59,936.7088607594937,1.5555110849654419,0.014920785513700881,dKO,none
60,987.3417721518986,1.5547132540507325,0.014867565602212009,dKO,none
61,1037.9746835443038,1.5531075634127216,0.014768822291427732,dKO,none
62,1088.6075949367087,1.5567499125941535,0.014805092859021683,dKO,none
63,1139.240506329114,1.5608485785015107,0.014812966915722727,dKO,none
64,1189.8734177215188,1.5645773527303424,0.014884583161245843,dKO,none
65,1240.506329113924,1.5631326177207445,0.014896553076555635,dKO,none
66,1291.1392405063293,1.5650030551219234,0.014839230381871786,dKO,none
67,1341.7721518987341,1.561295859600642,0.014811811606090708,dKO,none
68,1392.4050632911394,1.5575814118912465,0.014766188148324694,dKO,none
69,1443.0379746835442,1.5574726773105478,0.014822558027426205,dKO,none
70,1493.6708860759495,1.5586047335477755,0.014795731133890197,dKO,none
71,1544.3037974683543,1.5616885888275316,0.014806169785124895,dKO,none
72,1594.9367088607596,1.5744672866178142,0.014891195129844948,dKO,none
73,1645.5696202531644,1.577270270691791,0.014944061353131062,dKO,none
74,1696.2025316455697,1.5810928894265248,0.015104959492048122,dKO,none
75,1746.8354430379745,1.5882006684203829,0.015095314060802053,dKO,none
76,1797.4683544303798,1.596915932342085,0.015074990004050461,dKO,none
77,1848.1012658227846,1.6021623468770936,0.015156793079529843,dKO,none
78,1898.73417721519,1.6125937723247505,0.015156962291644913,dKO,none
79,1949.3670886075947,1.6124911896347185,0.015196140498650814,dKO,none
80,2000,1.6197128447574485,0.015426047017011996,dKO,none
